000543,DEBIT,215
000551,DEBIT,202
000127,CREDIT,131
000846,DEBIT,144
000802,DEBIT,215
000706,DEBIT,480
000384,DEBIT,505
000005,DEBIT,217
000189,DEBIT,425
000616,CREDIT,343
000963,DEBIT,558
000156,DEBIT,349
000149,DEBIT,350
000340,DEBIT,32
000111,CREDIT,43
000782,CREDIT,551
000131,DEBIT,325
001025,DEBIT,492
000193,DEBIT,93
000724,DEBIT,586
000986,CREDIT,240
000262,DEBIT,123
000662,DEBIT,595
001044,CREDIT,505
000350,DEBIT,176
000884,CREDIT,583
000907,CREDIT,379
001030,DEBIT,289
000492,DEBIT,573
000281,DEBIT,369
001000,DEBIT,519
000760,CREDIT,171
000460,DEBIT,122
000622,DEBIT,397
000966,DEBIT,391
000433,DEBIT,343
000611,CREDIT,89
000499,DEBIT,386
001044,DEBIT,413
000242,CREDIT,473
000010,DEBIT,498
000659,CREDIT,403
000462,CREDIT,385
000290,DEBIT,85
001007,DEBIT,581
000331,DEBIT,145
001038,DEBIT,73
000523,DEBIT,152
000231,DEBIT,427
000871,DEBIT,269
000197,DEBIT,221
000216,DEBIT,546
000111,DEBIT,314
000583,DEBIT,95
000702,DEBIT,300
000249,DEBIT,435
000928,DEBIT,363
000626,DEBIT,65
000150,DEBIT,557
000436,DEBIT,195
001020,DEBIT,99
000352,CREDIT,63
000800,DEBIT,242
000305,CREDIT,356
000606,CREDIT,553
000116,DEBIT,184
000424,DEBIT,492
000845,DEBIT,426
000841,DEBIT,437
000257,CREDIT,369
000904,DEBIT,470
000197,CREDIT,502
000584,DEBIT,388
000489,CREDIT,520
000139,DEBIT,436
000659,DEBIT,307
000217,DEBIT,28
000692,DEBIT,279
000151,DEBIT,263
000027,DEBIT,358
000596,CREDIT,112
000077,DEBIT,553
000059,DEBIT,269
000410,DEBIT,307
000388,DEBIT,253
000421,DEBIT,521
000646,DEBIT,205
000822,DEBIT,506
000488,DEBIT,29
000777,DEBIT,158
000405,CREDIT,363
000623,DEBIT,65
000705,DEBIT,103
000757,DEBIT,65
000548,DEBIT,599
000913,DEBIT,103
000519,DEBIT,515
000488,DEBIT,125
000474,DEBIT,424
000260,DEBIT,446
000363,DEBIT,89
000305,DEBIT,494
000735,DEBIT,567
001022,DEBIT,380
000582,DEBIT,122
000375,CREDIT,73
000631,DEBIT,17
000162,DEBIT,475
000647,DEBIT,194
000240,CREDIT,221
000172,CREDIT,281
000817,CREDIT,29
000768,CREDIT,174
000108,DEBIT,565
000786,DEBIT,12
000602,DEBIT,244
000086,DEBIT,568
000835,CREDIT,247
000806,DEBIT,407
000063,DEBIT,585
000537,CREDIT,482
000831,DEBIT,588
000844,DEBIT,211
000662,CREDIT,65
000573,DEBIT,583
000913,DEBIT,544
000741,DEBIT,322
000521,DEBIT,68
000740,DEBIT,103
001013,DEBIT,507
000431,DEBIT,583
000336,CREDIT,228
000399,CREDIT,379
000602,DEBIT,328
000064,CREDIT,400
000437,CREDIT,415
000136,DEBIT,107
000789,DEBIT,277
000539,DEBIT,560
000794,DEBIT,99
000673,DEBIT,397
000760,DEBIT,497
000879,DEBIT,33
000443,DEBIT,485
000401,DEBIT,315
000677,CREDIT,122
000019,CREDIT,216
000913,DEBIT,503
000792,CREDIT,595
000877,DEBIT,243
000860,DEBIT,173
000204,CREDIT,542
000193,DEBIT,526
000057,DEBIT,324
000832,DEBIT,145
000595,DEBIT,304
000283,DEBIT,308
000744,DEBIT,205
000490,CREDIT,38
000280,DEBIT,326
000154,DEBIT,545
000774,DEBIT,59
001038,CREDIT,349
000440,DEBIT,590
000493,CREDIT,78
000972,DEBIT,403
000409,CREDIT,144
000460,DEBIT,358
001029,DEBIT,592
000776,CREDIT,565
000793,DEBIT,28
000389,CREDIT,341
000655,DEBIT,360
000148,DEBIT,450
000466,DEBIT,450
000347,DEBIT,434
000244,DEBIT,69
000764,DEBIT,67
000727,DEBIT,211
000555,DEBIT,386
000635,DEBIT,186
001044,DEBIT,326
000315,DEBIT,599
000678,DEBIT,380
000627,DEBIT,252
000923,DEBIT,282
001044,DEBIT,438
000969,DEBIT,223
000167,DEBIT,157
000367,DEBIT,119
000443,DEBIT,97
000161,DEBIT,510
000115,DEBIT,332
000997,CREDIT,120
000193,CREDIT,235
000002,DEBIT,530
000813,DEBIT,264
000922,DEBIT,534
000012,DEBIT,221
000365,DEBIT,317
000171,DEBIT,261
000294,DEBIT,265
000416,DEBIT,215
000689,DEBIT,491
000420,DEBIT,11
000051,CREDIT,446
000177,DEBIT,143
000539,DEBIT,422
001022,DEBIT,549
000281,CREDIT,242
001049,DEBIT,234
000463,DEBIT,263
000618,DEBIT,560
000810,DEBIT,478
001035,DEBIT,87
000654,DEBIT,411
000831,DEBIT,275
000695,DEBIT,298
001045,DEBIT,218
000936,DEBIT,113
000010,CREDIT,96
001038,DEBIT,393
000223,DEBIT,353
000044,DEBIT,506
000593,DEBIT,13
000732,DEBIT,75
000600,CREDIT,376
000449,DEBIT,173
000278,DEBIT,292
000710,DEBIT,551
000085,CREDIT,461
000913,DEBIT,31
000944,CREDIT,180
000533,DEBIT,164
000288,DEBIT,416
000467,DEBIT,15
000312,DEBIT,189
000587,CREDIT,36
000078,DEBIT,200
000312,CREDIT,358
000850,CREDIT,573
000271,DEBIT,57
000157,DEBIT,573
000990,DEBIT,549
000484,DEBIT,67
000064,DEBIT,98
000650,DEBIT,182
000035,CREDIT,332
001013,DEBIT,335
001043,DEBIT,154
000438,DEBIT,174
000496,DEBIT,598
000294,DEBIT,283
000280,CREDIT,181
000101,CREDIT,216
000905,DEBIT,413
000343,DEBIT,294
000685,DEBIT,518
000122,DEBIT,83
000417,DEBIT,500
000812,DEBIT,382
000558,CREDIT,529
000291,CREDIT,547
000801,DEBIT,509
000523,DEBIT,233
000557,DEBIT,433
001007,DEBIT,158
000177,DEBIT,183
000378,DEBIT,291
000125,DEBIT,303
000617,DEBIT,23
000607,DEBIT,426
000747,DEBIT,548
000934,CREDIT,456
000607,DEBIT,285
000973,CREDIT,80
000240,DEBIT,292
000429,DEBIT,434
000556,DEBIT,455
000760,DEBIT,75
000706,DEBIT,230
000103,DEBIT,394
000462,CREDIT,388
000672,DEBIT,510
000985,DEBIT,66
000427,CREDIT,294
000233,DEBIT,51
000603,CREDIT,512
000203,DEBIT,275
000207,DEBIT,504
000390,DEBIT,393
000722,DEBIT,574
000266,DEBIT,422
000100,DEBIT,380
001002,DEBIT,241
000803,DEBIT,306
000382,DEBIT,430
000977,DEBIT,68
000475,DEBIT,97
000660,DEBIT,60
000943,DEBIT,232
000981,DEBIT,505
001028,DEBIT,123
000078,DEBIT,501
000844,DEBIT,595
000461,CREDIT,267
000465,DEBIT,544
000220,DEBIT,308
000393,CREDIT,537
001012,CREDIT,252
000556,CREDIT,318
000362,DEBIT,599
000283,CREDIT,158
000298,DEBIT,282
000138,DEBIT,131
000225,DEBIT,537
000136,DEBIT,342
000411,DEBIT,557
000511,DEBIT,589
000396,DEBIT,486
000801,DEBIT,20
000231,CREDIT,12
000538,DEBIT,234
000998,DEBIT,158
000691,CREDIT,357
000228,CREDIT,95
000955,DEBIT,463
000310,DEBIT,248
000843,DEBIT,339
001004,CREDIT,50
000200,CREDIT,352
000771,DEBIT,66
000810,DEBIT,591
000621,DEBIT,463
000363,DEBIT,151
000900,DEBIT,368
000585,CREDIT,563
000797,DEBIT,148
000831,DEBIT,269
000063,DEBIT,523
000341,CREDIT,309
000636,DEBIT,319
000537,CREDIT,51
000766,DEBIT,275
000951,DEBIT,222
000852,DEBIT,74
000197,CREDIT,288
000892,DEBIT,296
000265,DEBIT,105
001046,DEBIT,584
000434,DEBIT,295
000474,DEBIT,139
000075,DEBIT,337
000538,DEBIT,577
000470,DEBIT,460
000569,DEBIT,533
000751,DEBIT,431
000599,DEBIT,345
000661,DEBIT,180
000025,DEBIT,445
000003,DEBIT,478
000968,CREDIT,20
000945,DEBIT,63
000270,DEBIT,177
000537,DEBIT,39
000406,DEBIT,44
000802,DEBIT,334
000034,CREDIT,387
000635,CREDIT,430
000727,DEBIT,344
001007,DEBIT,510
000071,CREDIT,30
000256,DEBIT,298
000167,CREDIT,473
000250,DEBIT,446
000504,CREDIT,169
000895,DEBIT,78
000693,CREDIT,469
000457,DEBIT,200
000307,DEBIT,499
000535,DEBIT,382
000900,DEBIT,600
000124,CREDIT,326
000385,DEBIT,418
000872,CREDIT,444
000350,DEBIT,231
000308,DEBIT,434
000592,DEBIT,261
000018,CREDIT,567
000228,DEBIT,418
000632,DEBIT,548
000227,DEBIT,158
000450,CREDIT,78
000999,CREDIT,424
000889,DEBIT,18
000140,CREDIT,339
000642,CREDIT,468
001018,DEBIT,522
000416,DEBIT,599
000489,DEBIT,286
000934,DEBIT,217
000236,CREDIT,546
000254,DEBIT,39
001033,CREDIT,569
000537,DEBIT,198
000846,DEBIT,471
000296,CREDIT,325
000190,CREDIT,241
000974,CREDIT,548
000341,DEBIT,19
