000001,49116
000002,8870
000003,6534
000004,30900
000005,35833
000006,14359
000007,16451
000008,16292
000009,10612
000010,4071
000011,3004
000012,37948
000013,15341
000014,8102
000015,28630
000016,1839
000017,19237
000018,41690
000019,1865
000020,36089
000021,36010
000022,16852
000023,11000
000024,3759
000025,210
000026,3263
000027,20530
000028,11856
000029,25206
000030,35439
000031,21638
000032,3540
000033,15929
000034,13847
000035,33888
000036,29183
000037,1720
000038,5073
000039,26375
000040,5689
000041,14695
000042,36302
000043,48202
000044,19257
000045,25900
000046,1159
000047,1618
000048,22553
000049,14450
000050,19213
000051,13419
000052,46790
000053,32471
000054,1689
000055,32956
000056,48872
000057,46202
000058,1203
000059,19263
000060,26618
000061,4020
000062,31742
000063,39580
000064,5960
000065,5706
000066,43946
000067,41326
000068,8313
000069,21541
000070,8000
000071,18989
000072,7808
000073,8054
000074,12069
000075,27437
000076,42353
000077,5034
000078,1488
000079,44995
000080,21995
000081,12312
000082,43801
000083,49602
000084,21774
000085,34969
000086,28740
000087,37835
000088,24021
000089,6263
000090,19446
000091,47812
000092,22995
000093,23270
000094,6410
000095,16235
000096,5597
000097,23304
000098,11108
000099,44055
000100,42661
000101,8645
000102,40094
000103,2296
000104,15219
000105,3222
000106,11155
000107,29337
000108,12188
000109,9873
000110,48946
000111,42124
000112,14452
000113,29673
000114,36817
000115,47707
000116,14409
000117,36834
000118,48442
000119,36617
000120,33873
000121,28789
000122,36393
000123,16465
000124,15831
000125,32753
000126,8236
000127,38466
000128,32450
000129,19354
000130,13205
000131,3767
000132,16636
000133,13985
000134,13017
000135,34166
000136,2759
000137,41362
000138,33437
000139,34654
000140,25135
000141,30380
000142,6876
000143,11884
000144,29633
000145,482
000146,28907
000147,467
000148,43816
000149,12527
000150,31634
000151,17640
000152,44910
000153,44777
000154,31814
000155,30910
000156,48810
000157,49714
000158,6005
000159,3823
000160,13424
000161,34610
000162,41175
000163,7914
000164,26109
000165,16602
000166,12920
000167,41522
000168,36755
000169,17510
000170,30859
000171,19938
000172,10161
000173,38724
000174,11134
000175,39197
000176,13933
000177,38789
000178,42919
000179,2805
000180,23925
000181,32360
000182,45735
000183,17186
000184,13231
000185,10235
000186,24284
000187,30678
000188,37402
000189,41809
000190,35698
000191,15751
000192,38267
000193,6132
000194,48751
000195,13721
000196,44853
000197,44360
000198,43632
000199,28153
000200,24661
000201,1144
000202,25962
000203,5180
000204,43265
000205,35261
000206,42463
000207,40939
000208,5159
000209,9135
000210,11495
000211,20819
000212,29366
000213,9045
000214,737
000215,22796
000216,47129
000217,9668
000218,47356
000219,10052
000220,5833
000221,30240
000222,1834
000223,45893
000224,28166
000225,34521
000226,46033
000227,7424
000228,41548
000229,36732
000230,16726
000231,42007
000232,10636
000233,40196
000234,34781
000235,34629
000236,20754
000237,36608
000238,7002
000239,6829
000240,25824
000241,32051
000242,3890
000243,23101
000244,38981
000245,43056
000246,6802
000247,31641
000248,40513
000249,4795
000250,18658
000251,34346
000252,31481
000253,21506
000254,15326
000255,39893
000256,1324
000257,24281
000258,36063
000259,17805
000260,35030
000261,14306
000262,40389
000263,2867
000264,112
000265,6516
000266,11732
000267,48926
000268,38906
000269,49312
000270,5184
000271,41596
000272,21216
000273,38179
000274,44515
000275,32424
000276,13137
000277,26798
000278,32285
000279,21840
000280,7688
000281,22554
000282,9972
000283,25947
000284,25954
000285,1427
000286,7429
000287,781
000288,24455
000289,28284
000290,15409
000291,17858
000292,47164
000293,46600
000294,6586
000295,32024
000296,17400
000297,17453
000298,32614
000299,21997
000300,38459
000301,46268
000302,21510
000303,38489
000304,29664
000305,22845
000306,13849
000307,49526
000308,2504
000309,46651
000310,32338
000311,39333
000312,44274
000313,21531
000314,37701
000315,19041
000316,40569
000317,38095
000318,9467
000319,26881
000320,920
000321,44998
000322,40905
000323,31375
000324,15373
000325,31029
000326,11774
000327,37657
000328,41391
000329,27411
000330,5036
000331,17367
000332,19968
000333,43032
000334,33662
000335,9760
000336,5815
000337,35167
000338,29666
000339,19749
000340,8982
000341,12795
000342,42588
000343,5125
000344,7429
000345,31606
000346,7301
000347,18764
000348,31440
000349,9679
000350,27372
000351,46589
000352,40153
000353,24161
000354,28768
000355,27379
000356,29180
000357,13718
000358,19005
000359,10222
000360,38178
000361,13899
000362,49120
000363,16452
000364,34731
000365,38265
000366,25145
000367,24931
000368,7852
000369,9586
000370,28185
000371,23692
000372,48377
000373,16880
000374,30017
000375,4606
000376,47087
000377,24328
000378,40643
000379,1404
000380,7572
000381,11209
000382,40764
000383,40356
000384,19300
000385,27133
000386,4789
000387,12844
000388,24194
000389,10204
000390,8186
000391,46366
000392,43789
000393,21756
000394,9562
000395,21543
000396,43758
000397,20853
000398,17714
000399,33843
000400,2411
000401,16102
000402,26354
000403,38473
000404,43456
000405,8067
000406,39155
000407,26045
000408,9576
000409,49658
000410,41725
000411,43407
000412,27499
000413,10267
000414,14473
000415,15644
000416,44182
000417,39750
000418,25311
000419,13349
000420,11499
000421,43934
000422,28220
000423,41626
000424,6687
000425,30068
000426,35152
000427,8540
000428,43828
000429,21393
000430,49077
000431,49053
000432,33065
000433,49091
000434,2684
000435,6728
000436,7231
000437,27216
000438,19083
000439,2002
000440,5727
000441,21140
000442,13825
000443,30700
000444,34655
000445,34240
000446,13956
000447,7580
000448,43553
000449,19882
000450,44407
000451,40275
000452,17808
000453,22085
000454,30233
000455,23536
000456,45927
000457,1468
000458,48088
000459,7085
000460,11722
000461,782
000462,33893
000463,21349
000464,48671
000465,24176
000466,13769
000467,4291
000468,37769
000469,31539
000470,34592
000471,3732
000472,24517
000473,22256
000474,23881
000475,22550
000476,1396
000477,5707
000478,9537
000479,40641
000480,26632
000481,25270
000482,28850
000483,40736
000484,23351
000485,11893
000486,47894
000487,12243
000488,13207
000489,8974
000490,15556
000491,1452
000492,39764
000493,3220
000494,26396
000495,40485
000496,49603
000497,37625
000498,14289
000499,28867
000500,42463
000501,45491
000502,1500
000503,27512
000504,49874
000505,42682
000506,26045
000507,44018
000508,22970
000509,4313
000510,9129
000511,42508
000512,44615
000513,15795
000514,38719
000515,3804
000516,29212
000517,28360
000518,22392
000519,43012
000520,35137
000521,41566
000522,25497
000523,39454
000524,23038
000525,37558
000526,40268
000527,46981
000528,23504
000529,46941
000530,5574
000531,5688
000532,11577
000533,22260
000534,12022
000535,20439
000536,244
000537,40920
000538,25694
000539,48755
000540,28140
000541,44216
000542,1759
000543,16139
000544,14255
000545,9541
000546,11011
000547,43352
000548,21018
000549,37804
000550,35241
000551,18275
000552,1985
000553,32093
000554,24448
000555,14447
000556,22262
000557,18130
000558,24857
000559,28839
000560,2898
000561,38810
000562,8280
000563,8350
000564,19308
000565,28030
000566,14414
000567,18238
000568,14243
000569,6779
000570,36334
000571,33978
000572,47076
000573,6452
000574,11025
000575,17848
000576,37005
000577,18019
000578,17031
000579,20432
000580,549
000581,17977
000582,25092
000583,21324
000584,8758
000585,1749
000586,24581
000587,38062
000588,22032
000589,15347
000590,38755
000591,33019
000592,45336
000593,2794
000594,18386
000595,9537
000596,17055
000597,42531
000598,2687
000599,38824
000600,7772
000601,14256
000602,4579
000603,25696
000604,48888
000605,4856
000606,16006
000607,7408
000608,10983
000609,16938
000610,12254
000611,12299
000612,48597
000613,47650
000614,30431
000615,28258
000616,20220
000617,28903
000618,40180
000619,27424
000620,6004
000621,15354
000622,31820
000623,28161
000624,15065
000625,6343
000626,14693
000627,24720
000628,21704
000629,15244
000630,22859
000631,12802
000632,2457
000633,41982
000634,2261
000635,2015
000636,24421
000637,28065
000638,12179
000639,45413
000640,20777
000641,1608
000642,49744
000643,38380
000644,41898
000645,25174
000646,41910
000647,46504
000648,7494
000649,34780
000650,40620
000651,18690
000652,17668
000653,8584
000654,46210
000655,128
000656,41728
000657,38595
000658,49228
000659,21265
000660,40215
000661,45463
000662,30554
000663,3078
000664,22493
000665,22416
000666,33792
000667,42082
000668,31855
000669,13571
000670,43690
000671,14277
000672,18945
000673,35352
000674,41378
000675,1217
000676,13459
000677,2899
000678,40697
000679,3878
000680,673
000681,31390
000682,27096
000683,49465
000684,16489
000685,28861
000686,23971
000687,1025
000688,21522
000689,23352
000690,45578
000691,12753
000692,35765
000693,38184
000694,42359
000695,47439
000696,7417
000697,43419
000698,15951
000699,29916
000700,25328
000701,9338
000702,9764
000703,14566
000704,30386
000705,4694
000706,20487
000707,16428
000708,33763
000709,10590
000710,6828
000711,18659
000712,44507
000713,48143
000714,33528
000715,40149
000716,3543
000717,18035
000718,38482
000719,32503
000720,782
000721,14106
000722,17510
000723,6861
000724,11143
000725,16960
000726,33061
000727,38640
000728,19251
000729,6305
000730,9267
000731,37154
000732,29150
000733,26361
000734,11832
000735,23692
000736,26993
000737,26852
000738,25501
000739,18148
000740,41078
000741,2019
